Country,Current_Weather,Current_Temperature(F),Date
Gambia,Partly sunny.,90,27/07/2023
Ghana,Broken clouds.,81,27/07/2023
Guinea,Scattered clouds.,88,27/07/2023
Guinea-Bissau,Scattered clouds.,88,27/07/2023
Liberia,Partly sunny.,81,27/07/2023
Mali,Scattered clouds.,90,27/07/2023
Mauritania,Scattered clouds.,84,27/07/2023
Niger,Thunderstorms. Passing clouds.,75,27/07/2023
Nigeria,Overcast.,82,27/07/2023
Senegal,Passing clouds.,88,27/07/2023
Sierra-Leone,Partly sunny.,81,27/07/2023
Togo,Broken clouds.,82,27/07/2023
Benin,Scattered clouds.,84,28/07/2023
Burkina-Faso,Overcast.,87,28/07/2023
Cape-Verde,Passing clouds.,77,28/07/2023
Cote-Divoire,Overcast.,80,28/07/2023
Gambia,Partly sunny.,90,28/07/2023
Ghana,More clouds than sun.,79,28/07/2023
Guinea,Thunderstorms. Mostly cloudy.,79,28/07/2023
Guinea-Bissau,Scattered clouds.,88,28/07/2023
Liberia,Drizzle. Partly sunny.,79,28/07/2023
Mali,Passing clouds.,77,28/07/2023
Mauritania,Passing clouds.,88,28/07/2023
Niger,Passing clouds.,91,28/07/2023
Nigeria,Overcast.,80,28/07/2023
Senegal,Scattered clouds.,86,28/07/2023
Sierra-Leone,Rain. Cloudy.,77,28/07/2023
Togo,Scattered clouds.,82,28/07/2023
Benin,Scattered clouds.,82,29/07/2023
Burkina-Faso,Overcast.,85,29/07/2023
Cape-Verde,Overcast.,77,29/07/2023
Cote-Divoire,Overcast.,77,29/07/2023
Gambia,Partly sunny.,86,29/07/2023
Ghana,Partly sunny.,82,29/07/2023
Guinea,Light rain. Mostly cloudy.,77,29/07/2023
Guinea-Bissau,Light rain. Partly sunny.,77,29/07/2023
Liberia,Drizzle. Partly sunny.,81,29/07/2023
Mali,Partly sunny.,82,29/07/2023
Mauritania,Passing clouds.,91,29/07/2023
Niger,Passing clouds.,86,29/07/2023
Nigeria,Low clouds.,76,29/07/2023
Senegal,Scattered clouds.,90,29/07/2023
Sierra-Leone,Rain. Partly sunny.,75,29/07/2023
Togo,Scattered clouds.,82,29/07/2023
Benin,Scattered clouds.,84,30/07/2023
Burkina-Faso,Partly sunny.,89,30/07/2023
Cape-Verde,Passing clouds.,78,30/07/2023
Cote-Divoire,Overcast.,77,30/07/2023
Gambia,Broken clouds.,84,30/07/2023
Ghana,More clouds than sun.,82,30/07/2023
Guinea,Partly sunny.,81,30/07/2023
Guinea-Bissau,Light rain. Passing clouds.,77,30/07/2023
Liberia,Partly sunny.,82,30/07/2023
Mali,Scattered clouds.,84,30/07/2023
Mauritania,Scattered clouds.,90,30/07/2023
Niger,Passing clouds.,91,30/07/2023
Nigeria,Overcast.,76,30/07/2023
Senegal,Scattered clouds.,84,30/07/2023
Sierra-Leone,Partly sunny.,81,30/07/2023
Togo,Scattered clouds.,82,30/07/2023
Benin,Scattered clouds.,81,31/07/2023
Burkina-Faso,Partly sunny.,89,31/07/2023
Cape-Verde,Partly sunny.,84,31/07/2023
Cote-Divoire,Overcast.,77,31/07/2023
Gambia,Broken clouds.,77,31/07/2023
Ghana,Partly sunny.,79,31/07/2023
Guinea,Broken clouds.,84,31/07/2023
Guinea-Bissau,Scattered clouds.,86,31/07/2023
Liberia,Partly sunny.,82,31/07/2023
Mali,Passing clouds.,86,31/07/2023
Mauritania,Scattered clouds.,86,31/07/2023
Niger,Passing clouds.,95,31/07/2023
Nigeria,Overcast.,81,31/07/2023
Senegal,Scattered clouds.,86,31/07/2023
Sierra-Leone,Partly sunny.,79,31/07/2023
Togo,Scattered clouds.,81,31/07/2023
Benin,Scattered clouds.,81,01/08/2023
Burkina-Faso,Partly sunny.,91,01/08/2023
Cape-Verde,Rain. Overcast.,79,01/08/2023
Cote-Divoire,Overcast.,77,01/08/2023
Gambia,Partly sunny.,91,01/08/2023
Ghana,Partly sunny.,81,01/08/2023
Guinea,Light rain. Partly sunny.,79,01/08/2023
Guinea-Bissau,Partly sunny.,88,01/08/2023
Liberia,Thunderstorms. Mostly cloudy.,75,01/08/2023
Mali,Scattered clouds.,88,01/08/2023
Mauritania,Scattered clouds.,86,01/08/2023
Niger,Passing clouds.,82,01/08/2023
Nigeria,Overcast.,78,01/08/2023
Senegal,Scattered clouds.,86,01/08/2023
Sierra-Leone,Partly sunny.,81,01/08/2023
Togo,Broken clouds.,81,01/08/2023
Benin,Scattered clouds.,82,02/08/2023
Burkina-Faso,Overcast.,89,02/08/2023
Cape-Verde,Scattered clouds.,84,02/08/2023
Cote-Divoire,Overcast.,79,02/08/2023
Gambia,Partly sunny.,86,02/08/2023
Ghana,Rain. Partly sunny.,77,02/08/2023
Guinea,Partly sunny.,82,02/08/2023
Guinea-Bissau,Scattered clouds.,84,02/08/2023
Liberia,Partly sunny.,81,02/08/2023
Mali,Scattered clouds.,75,02/08/2023
Mauritania,Passing clouds.,88,02/08/2023
Niger,Passing clouds.,84,02/08/2023
Nigeria,Overcast.,77,02/08/2023
Senegal,Scattered clouds.,86,02/08/2023
Sierra-Leone,Partly sunny.,82,02/08/2023
Togo,Scattered clouds.,82,02/08/2023
Benin,Scattered clouds.,82,03/08/2023
Burkina-Faso,Scattered clouds.,92,03/08/2023
Cape-Verde,Passing clouds.,77,03/08/2023
Cote-Divoire,Overcast.,76,03/08/2023
Gambia,Scattered clouds.,88,03/08/2023
Ghana,Mostly cloudy.,81,03/08/2023
Guinea,Broken clouds.,82,03/08/2023
Guinea-Bissau,Partly sunny.,84,03/08/2023
Liberia,Drizzle. Partly sunny.,79,03/08/2023
Mali,Scattered clouds.,81,03/08/2023
Mauritania,Passing clouds.,90,03/08/2023
Niger,Scattered clouds.,88,03/08/2023
Nigeria,Partly sunny.,81,03/08/2023
Senegal,Scattered clouds.,88,03/08/2023
Sierra-Leone,Partly sunny.,77,03/08/2023
Togo,Partly sunny.,82,03/08/2023
Benin,Partly sunny.,82,04/08/2023
Burkina-Faso,Scattered clouds.,87,04/08/2023
Cape-Verde,Overcast.,79,04/08/2023
Cote-Divoire,Overcast.,78,04/08/2023
Gambia,Partly sunny.,90,04/08/2023
Ghana,Partly sunny.,81,04/08/2023
Guinea,Partly sunny.,82,04/08/2023
Guinea-Bissau,Scattered clouds.,81,04/08/2023
Liberia,Partly sunny.,82,04/08/2023
Mali,Scattered clouds.,88,04/08/2023
Mauritania,Sunny.,93,04/08/2023
Niger,Thunderstorms. Scattered clouds.,82,04/08/2023
Nigeria,Partly sunny.,82,04/08/2023
Senegal,Passing clouds.,86,04/08/2023
Sierra-Leone,Partly sunny.,79,04/08/2023
Togo,Broken clouds.,81,04/08/2023
Benin,Scattered clouds.,82,05/08/2023
Burkina-Faso,Passing clouds.,91,05/08/2023
Cape-Verde,Passing clouds.,79,05/08/2023
Cote-Divoire,Overcast.,78,05/08/2023
Gambia,Partly sunny.,88,05/08/2023
Ghana,Mostly cloudy.,81,05/08/2023
Guinea,Partly sunny.,82,05/08/2023
Guinea-Bissau,Partly sunny.,88,05/08/2023
Liberia,Partly sunny.,81,05/08/2023
Mali,Passing clouds.,84,05/08/2023
Mauritania,Sunny.,90,05/08/2023
Niger,Thunderstorms. Passing clouds.,75,05/08/2023
Nigeria,Overcast.,78,05/08/2023
Senegal,Scattered clouds.,86,05/08/2023
Sierra-Leone,Partly sunny.,82,05/08/2023
Togo,Broken clouds.,82,05/08/2023
Benin,Scattered clouds.,82,06/08/2023
Burkina-Faso,Scattered clouds.,94,06/08/2023
Cape-Verde,Passing clouds.,78,06/08/2023
Cote-Divoire,Overcast.,76,06/08/2023
Gambia,Partly sunny.,88,06/08/2023
Ghana,More clouds than sun.,81,06/08/2023
Guinea,Light rain. Mostly cloudy.,79,06/08/2023
Guinea-Bissau,Partly sunny.,82,06/08/2023
Liberia,Drizzle. Partly sunny.,77,06/08/2023
Mali,Passing clouds.,82,06/08/2023
Mauritania,Sunny.,91,06/08/2023
Niger,Passing clouds.,81,06/08/2023
Nigeria,Low clouds.,73,06/08/2023
Senegal,Sunny.,88,06/08/2023
Sierra-Leone,Partly sunny.,77,06/08/2023
Togo,Scattered clouds.,84,06/08/2023
Benin,Partly sunny.,79,07/08/2023
Burkina-Faso,Sprinkles. Overcast.,85,07/08/2023
Cape-Verde,Overcast.,78,07/08/2023
Cote-Divoire,Overcast.,77,07/08/2023
Gambia,Broken clouds.,86,07/08/2023
Ghana,Partly sunny.,81,07/08/2023
Guinea,Mostly cloudy.,81,07/08/2023
Guinea-Bissau,Scattered clouds.,86,07/08/2023
Liberia,Partly sunny.,81,07/08/2023
Mali,Passing clouds.,82,07/08/2023
Mauritania,Sunny.,88,07/08/2023
Niger,Scattered clouds.,82,07/08/2023
Nigeria,Overcast.,80,07/08/2023
Senegal,Scattered clouds.,84,07/08/2023
Sierra-Leone,Mostly cloudy.,81,07/08/2023
Togo,Partly sunny.,84,07/08/2023
Benin,Scattered clouds.,81,08/08/2023
Burkina-Faso,Passing clouds.,87,08/08/2023
Cape-Verde,Passing clouds.,78,08/08/2023
Cote-Divoire,Light rain. Overcast.,74,08/08/2023
Gambia,Partly sunny.,84,08/08/2023
Ghana,Mostly cloudy.,81,08/08/2023
Guinea,Partly sunny.,84,08/08/2023
Guinea-Bissau,Partly sunny.,88,08/08/2023
Liberia,Partly sunny.,82,08/08/2023
Mali,Passing clouds.,82,08/08/2023
Mauritania,Sunny.,86,08/08/2023
Niger,Passing clouds.,84,08/08/2023
Nigeria,Overcast.,78,08/08/2023
Senegal,Partly sunny.,84,08/08/2023
Sierra-Leone,Light rain. Partly sunny.,79,08/08/2023
Togo,Scattered clouds.,82,08/08/2023
Benin,Scattered clouds.,82,09/08/2023
Burkina-Faso,Scattered clouds.,88,09/08/2023
Cape-Verde,Passing clouds.,79,09/08/2023
Cote-Divoire,Overcast.,76,09/08/2023
Gambia,Partly sunny.,90,09/08/2023
Ghana,Broken clouds.,79,09/08/2023
Guinea,Partly sunny.,81,09/08/2023
Guinea-Bissau,Partly sunny.,86,09/08/2023
Liberia,Rain. Broken clouds.,77,09/08/2023
Mali,Scattered clouds.,88,09/08/2023
Mauritania,Sunny.,90,09/08/2023
Niger,Thunderstorms. Partly sunny.,81,09/08/2023
Nigeria,Overcast.,78,09/08/2023
Senegal,Partly sunny.,84,09/08/2023
Sierra-Leone,Partly sunny.,79,09/08/2023
Togo,Scattered clouds.,82,09/08/2023
Benin,Broken clouds.,81,10/08/2023
Burkina-Faso,Partly sunny.,88,10/08/2023
Cape-Verde,Passing clouds.,77,10/08/2023
Cote-Divoire,Overcast.,74,10/08/2023
Gambia,Scattered clouds.,90,10/08/2023
Ghana,Partly sunny.,79,10/08/2023
Guinea,Light rain. Mostly cloudy.,82,10/08/2023
Guinea-Bissau,Scattered clouds.,86,10/08/2023
Liberia,Drizzle. Partly sunny.,75,10/08/2023
Mali,Partly sunny.,84,10/08/2023
Mauritania,Passing clouds.,88,10/08/2023
Niger,Partly sunny.,84,10/08/2023
Nigeria,Overcast.,78,10/08/2023
Senegal,Partly sunny.,86,10/08/2023
Sierra-Leone,Light rain. Mostly cloudy.,82,10/08/2023
Togo,Scattered clouds.,81,10/08/2023
Benin,Scattered clouds.,79,11/08/2023
Burkina-Faso,Partly sunny.,88,11/08/2023
Cape-Verde,Passing clouds.,77,11/08/2023
Cote-Divoire,Fog.,74,11/08/2023
Gambia,Partly sunny.,88,11/08/2023
Ghana,Passing clouds.,81,11/08/2023
Guinea,Rain. Mostly cloudy.,75,11/08/2023
Guinea-Bissau,Partly sunny.,86,11/08/2023
Liberia,Light rain. Partly sunny.,77,11/08/2023
Mali,Broken clouds.,79,11/08/2023
Mauritania,Sunny.,88,11/08/2023
Niger,Scattered clouds.,84,11/08/2023
Nigeria,Thundershowers. Overcast.,76,11/08/2023
Senegal,Passing clouds.,84,11/08/2023
Sierra-Leone,Rain. Mostly cloudy.,75,11/08/2023
Togo,Scattered clouds.,81,11/08/2023
Benin,Partly sunny.,81,12/08/2023
Burkina-Faso,Partly sunny.,87,12/08/2023
Cape-Verde,Passing clouds.,77,12/08/2023
Cote-Divoire,Partly sunny.,77,12/08/2023
Gambia,Broken clouds.,84,12/08/2023
Ghana,Partly sunny.,79,12/08/2023
Guinea,Mostly cloudy.,79,12/08/2023
Guinea-Bissau,Light rain. Partly sunny.,79,12/08/2023
Liberia,Drizzle. Partly sunny.,77,12/08/2023
Mali,Passing clouds.,84,12/08/2023
Mauritania,Scattered clouds.,91,12/08/2023
Niger,Scattered clouds.,90,12/08/2023
Nigeria,Low clouds.,74,12/08/2023
Senegal,Partly sunny.,81,12/08/2023
Sierra-Leone,Rain. Partly sunny.,75,12/08/2023
Togo,Scattered clouds.,81,12/08/2023
Benin,Scattered clouds.,82,13/08/2023
Burkina-Faso,Partly sunny.,88,13/08/2023
Cape-Verde,Passing clouds.,79,13/08/2023
Cote-Divoire,Overcast.,75,13/08/2023
Gambia,Partly sunny.,90,13/08/2023
Ghana,Partly sunny.,82,13/08/2023
Guinea,Broken clouds.,82,13/08/2023
Guinea-Bissau,Partly sunny.,84,13/08/2023
Liberia,Drizzle. Partly sunny.,77,13/08/2023
Mali,Scattered clouds.,77,13/08/2023
Mauritania,Sunny.,90,13/08/2023
Niger,Passing clouds.,90,13/08/2023
Nigeria,Light rain. Low clouds.,76,13/08/2023
Senegal,Passing clouds.,86,13/08/2023
Sierra-Leone,Partly sunny.,81,13/08/2023
Togo,Scattered clouds.,84,13/08/2023
Benin,Broken clouds.,77,14/08/2023
Burkina-Faso,Scattered clouds.,88,14/08/2023
Cape-Verde,Passing clouds.,79,14/08/2023
Cote-Divoire,Overcast.,75,14/08/2023
Gambia,Broken clouds.,88,14/08/2023
Ghana,Passing clouds.,81,14/08/2023
Guinea,Rain. Mostly cloudy.,79,14/08/2023
Guinea-Bissau,Scattered clouds.,82,14/08/2023
Liberia,Drizzle. Partly sunny.,77,14/08/2023
Mali,Light rain. Scattered clouds.,81,14/08/2023
Mauritania,Sunny.,93,14/08/2023
Niger,Light rain. Partly sunny.,81,14/08/2023
Nigeria,Partly sunny.,79,14/08/2023
Senegal,Scattered clouds.,86,14/08/2023
Sierra-Leone,Partly sunny.,79,14/08/2023
Togo,Scattered clouds.,79,14/08/2023
Benin,Passing clouds.,77,15/08/2023
Burkina-Faso,Passing clouds.,84,15/08/2023
Cape-Verde,Partly sunny.,84,15/08/2023
Cote-Divoire,Overcast.,78,15/08/2023
Gambia,Broken clouds.,81,15/08/2023
Ghana,Passing clouds.,79,15/08/2023
Guinea,Light rain. Mostly cloudy.,79,15/08/2023
Guinea-Bissau,Thunderstorms. Partly sunny.,77,15/08/2023
Liberia,Partly sunny.,79,15/08/2023
Mali,Passing clouds.,84,15/08/2023
Mauritania,Passing clouds.,97,15/08/2023
Niger,Thunderstorms. Passing clouds.,84,15/08/2023
Nigeria,Overcast.,87,15/08/2023
Senegal,Sunny.,86,15/08/2023
Sierra-Leone,Light rain. Mostly cloudy.,79,15/08/2023
Togo,Passing clouds.,79,15/08/2023
Benin,Scattered clouds.,84,17/08/2023
Burkina-Faso,Scattered clouds.,87,17/08/2023
Cape-Verde,Overcast.,79,17/08/2023
Cote-Divoire,Partly sunny.,80,17/08/2023
Gambia,Partly sunny.,86,17/08/2023
Ghana,Partly sunny.,77,17/08/2023
Guinea,Broken clouds.,82,17/08/2023
Guinea-Bissau,Partly sunny.,84,17/08/2023
Liberia,Partly sunny.,84,17/08/2023
Mali,Scattered clouds.,86,17/08/2023
Mauritania,Partly sunny.,84,17/08/2023
Niger,Passing clouds.,84,17/08/2023
Nigeria,Overcast.,79,17/08/2023
Senegal,Scattered clouds.,86,17/08/2023
Sierra-Leone,Partly sunny.,81,17/08/2023
Togo,Scattered clouds.,82,17/08/2023
Benin,Passing clouds.,79,17/08/2023
Burkina-Faso,Passing clouds.,82,17/08/2023
Cape-Verde,Partly sunny.,83,17/08/2023
Cote-Divoire,Overcast.,87,17/08/2023
Gambia,Partly cloudy.,82,17/08/2023
Ghana,Passing clouds.,77,17/08/2023
Guinea,Passing clouds.,84,17/08/2023
Guinea-Bissau,Passing clouds.,81,17/08/2023
Liberia,Passing clouds.,79,17/08/2023
Mali,Thunderstorms. Passing clouds.,82,17/08/2023
Mauritania,Broken clouds.,88,17/08/2023
Niger,Clear.,75,17/08/2023
Nigeria,Thunderstorms. Passing clouds.,72,17/08/2023
Senegal,Passing clouds.,84,17/08/2023
Sierra-Leone,Passing clouds.,79,17/08/2023
Togo,Passing clouds.,77,17/08/2023
Benin,Partly sunny.,79,18/08/2023
Burkina-Faso,Overcast.,86,18/08/2023
Cape-Verde,Passing clouds.,80,18/08/2023
Cote-Divoire,Partly sunny.,78,18/08/2023
Gambia,Broken clouds.,84,18/08/2023
Ghana,Light rain. Partly sunny.,77,18/08/2023
Guinea,Partly sunny.,79,18/08/2023
Guinea-Bissau,Partly sunny.,88,18/08/2023
Liberia,Light rain. Partly sunny.,77,18/08/2023
Mali,Scattered clouds.,86,18/08/2023
Mauritania,Scattered clouds.,84,18/08/2023
Niger,Sunny.,86,18/08/2023
Nigeria,Overcast.,75,18/08/2023
Senegal,Scattered clouds.,84,18/08/2023
Sierra-Leone,Light rain. Partly sunny.,75,18/08/2023
Togo,Light rain. Broken clouds.,79,18/08/2023
Benin,Broken clouds.,81,19/08/2023
Burkina-Faso,Partly sunny.,86,19/08/2023
Cape-Verde,Passing clouds.,78,19/08/2023
Cote-Divoire,Overcast.,78,19/08/2023
Gambia,Warm.,77,19/08/2023
Ghana,More clouds than sun.,77,19/08/2023
Guinea,Light rain. Partly sunny.,79,19/08/2023
Guinea-Bissau,Partly sunny.,84,19/08/2023
Liberia,Partly sunny.,79,19/08/2023
Mali,Partly sunny.,81,19/08/2023
Mauritania,Sunny.,86,19/08/2023
Niger,Passing clouds.,90,19/08/2023
Nigeria,Overcast.,77,19/08/2023
Senegal,Scattered clouds.,84,19/08/2023
Sierra-Leone,Light rain. Partly sunny.,77,19/08/2023
Togo,Partly sunny.,82,19/08/2023
Benin,Passing clouds.,82,20/08/2023
Burkina-Faso,Partly sunny.,87,20/08/2023
Cape-Verde,Passing clouds.,77,20/08/2023
Cote-Divoire,Overcast.,77,20/08/2023
Gambia,Broken clouds.,84,20/08/2023
Ghana,Partly sunny.,81,20/08/2023
Guinea,Partly sunny.,81,20/08/2023
Guinea-Bissau,Light rain. Partly sunny.,81,20/08/2023
Liberia,Partly sunny.,82,20/08/2023
Mali,Scattered clouds.,86,20/08/2023
Mauritania,Sunny.,90,20/08/2023
Niger,Sunny.,86,20/08/2023
Nigeria,Low clouds.,76,20/08/2023
Senegal,Partly sunny.,84,20/08/2023
Sierra-Leone,Partly sunny.,75,20/08/2023
Togo,Scattered clouds.,82,20/08/2023
Benin,Scattered clouds.,84,21/08/2023
Burkina-Faso,Passing clouds.,87,21/08/2023
Cape-Verde,Overcast.,77,21/08/2023
Cote-Divoire,Low clouds.,76,21/08/2023
Gambia,Partly sunny.,88,21/08/2023
Ghana,Overcast.,75,21/08/2023
Guinea,Thunderstorms. Partly sunny.,77,21/08/2023
Guinea-Bissau,Partly sunny.,86,21/08/2023
Liberia,Partly sunny.,82,21/08/2023
Mali,Passing clouds.,88,21/08/2023
Mauritania,Broken clouds.,90,21/08/2023
Niger,Sunny.,84,21/08/2023
Nigeria,Overcast.,74,21/08/2023
Senegal,Scattered clouds.,86,21/08/2023
Sierra-Leone,Thunderstorms. Partly sunny.,77,21/08/2023
Togo,Passing clouds.,84,21/08/2023
Benin,Scattered clouds.,84,22/08/2023
Burkina-Faso,Scattered clouds.,85,22/08/2023
Cape-Verde,Passing clouds.,79,22/08/2023
Cote-Divoire,Overcast.,76,22/08/2023
Gambia,Partly sunny.,88,22/08/2023
Ghana,Broken clouds.,84,22/08/2023
Guinea,Passing clouds.,78,22/08/2023
Guinea-Bissau,Partly sunny.,86,22/08/2023
Liberia,Fog.,73,22/08/2023
Mali,Passing clouds.,84,22/08/2023
Mauritania,Sunny.,93,22/08/2023
Niger,Passing clouds.,91,22/08/2023
Nigeria,Overcast.,84,22/08/2023
Senegal,Partly sunny.,86,22/08/2023
Sierra-Leone,Partly sunny.,77,22/08/2023
Togo,Scattered clouds.,82,22/08/2023
Benin,Scattered clouds.,84,23/08/2023
Burkina-Faso,Overcast.,86,23/08/2023
Cape-Verde,Passing clouds.,79,23/08/2023
Cote-Divoire,Overcast.,77,23/08/2023
Gambia,Partly sunny.,91,23/08/2023
Ghana,Cloudy.,79,23/08/2023
Guinea,Partly sunny.,84,23/08/2023
Guinea-Bissau,Partly sunny.,86,23/08/2023
Liberia,Partly sunny.,81,23/08/2023
Mali,Passing clouds.,86,23/08/2023
Mauritania,Scattered clouds.,91,23/08/2023
Niger,Thunderstorms. Passing clouds.,77,23/08/2023
Nigeria,Partly sunny.,83,23/08/2023
Senegal,Scattered clouds.,86,23/08/2023
Sierra-Leone,Partly sunny.,84,23/08/2023
Togo,Scattered clouds.,82,23/08/2023
Benin,Scattered clouds.,81,24/08/2023
Burkina-Faso,Partly sunny.,85,24/08/2023
Cape-Verde,Passing clouds.,79,24/08/2023
Cote-Divoire,Overcast.,77,24/08/2023
Gambia,Thunderstorms. Broken clouds.,75,24/08/2023
Ghana,Overcast.,79,24/08/2023
Guinea,Thunderstorms. Partly sunny.,82,24/08/2023
Guinea-Bissau,Thunderstorms. Partly sunny.,82,24/08/2023
Liberia,Drizzle. Partly sunny.,81,24/08/2023
Mali,Scattered clouds.,82,24/08/2023
Mauritania,Thunderstorms. Passing clouds.,73,24/08/2023
Niger,Scattered clouds.,88,24/08/2023
Nigeria,Low clouds.,72,24/08/2023
Senegal,Partly sunny.,88,24/08/2023
Sierra-Leone,Partly sunny.,82,24/08/2023
Togo,Rain. Partly sunny.,79,24/08/2023
Benin,Scattered clouds.,81,25/08/2023
Burkina-Faso,Partly sunny.,86,25/08/2023
Cape-Verde,Passing clouds.,78,25/08/2023
Cote-Divoire,Overcast.,76,25/08/2023
Gambia,Scattered clouds.,84,25/08/2023
Ghana,Partly sunny.,82,25/08/2023
Guinea,Scattered clouds.,82,25/08/2023
Guinea-Bissau,Scattered clouds.,82,25/08/2023
Liberia,Drizzle. Partly sunny.,81,25/08/2023
Mali,Passing clouds.,91,25/08/2023
Mauritania,Sunny.,88,25/08/2023
Niger,Clear.,90,25/08/2023
Nigeria,Overcast.,83,25/08/2023
Senegal,Scattered clouds.,86,25/08/2023
Sierra-Leone,Partly sunny.,79,25/08/2023
Togo,Broken clouds.,82,25/08/2023
Benin,Scattered clouds.,84,26/08/2023
Burkina-Faso,Light rain. Overcast.,80,26/08/2023
Cape-Verde,Passing clouds.,78,26/08/2023
Cote-Divoire,Overcast.,79,26/08/2023
Gambia,Partly sunny.,88,26/08/2023
Ghana,Overcast.,80,26/08/2023
Guinea,Broken clouds.,84,26/08/2023
Guinea-Bissau,Passing clouds.,88,26/08/2023
Liberia,Partly sunny.,84,26/08/2023
Mali,Passing clouds.,91,26/08/2023
Mauritania,Sunny.,91,26/08/2023
Niger,Thunderstorms. Passing clouds.,91,26/08/2023
Nigeria,Overcast.,78,26/08/2023
Senegal,Partly sunny.,85,26/08/2023
Sierra-Leone,Partly sunny.,82,26/08/2023
Togo,Scattered clouds.,82,26/08/2023
Benin,Broken clouds.,82,27/08/2023
Burkina-Faso,Light rain. Overcast.,81,27/08/2023
Cape-Verde,Passing clouds.,79,27/08/2023
Cote-Divoire,Overcast.,77,27/08/2023
Gambia,Partly sunny.,88,27/08/2023
Ghana,Low clouds.,78,27/08/2023
Guinea,Scattered clouds.,86,27/08/2023
Guinea-Bissau,Scattered clouds.,88,27/08/2023
Liberia,Partly sunny.,79,27/08/2023
Mali,Passing clouds.,79,27/08/2023
Mauritania,Sunny.,91,27/08/2023
Niger,Passing clouds.,88,27/08/2023
Nigeria,Low clouds.,77,27/08/2023
Senegal,Scattered clouds.,88,27/08/2023
Sierra-Leone,Partly sunny.,82,27/08/2023
Togo,Scattered clouds.,84,27/08/2023
Benin,Partly sunny.,79,28/08/2023
Burkina-Faso,Partly sunny.,87,28/08/2023
Cape-Verde,Passing clouds.,79,28/08/2023
Cote-Divoire,Overcast.,78,28/08/2023
Gambia,Broken clouds.,86,28/08/2023
Ghana,Overcast.,81,28/08/2023
Guinea,Partly sunny.,79,28/08/2023
Guinea-Bissau,Partly sunny.,86,28/08/2023
Liberia,Partly sunny.,82,28/08/2023
Mali,Scattered clouds.,88,28/08/2023
Mauritania,Rain. Scattered clouds.,81,28/08/2023
Niger,Sunny.,86,28/08/2023
Nigeria,Scattered clouds.,79,28/08/2023
Senegal,Scattered clouds.,86,28/08/2023
Sierra-Leone,Rain. Partly sunny.,75,28/08/2023
Togo,Scattered clouds.,81,28/08/2023
Benin,Scattered clouds.,84,29/08/2023
Burkina-Faso,Light rain. Overcast.,81,29/08/2023
Cape-Verde,Passing clouds.,81,29/08/2023
Cote-Divoire,Overcast.,76,29/08/2023
Gambia,Broken clouds.,84,29/08/2023
Ghana,Partly sunny.,81,29/08/2023
Guinea,Partly sunny.,79,29/08/2023
Guinea-Bissau,Light rain. Scattered clouds.,84,29/08/2023
Liberia,Partly sunny.,81,29/08/2023
Mali,Passing clouds.,75,29/08/2023
Mauritania,Scattered clouds.,88,29/08/2023
Niger,Sunny.,91,29/08/2023
Nigeria,Overcast.,83,29/08/2023
Senegal,Passing clouds.,82,29/08/2023
Sierra-Leone,Partly sunny.,77,29/08/2023
Togo,Passing clouds.,86,29/08/2023
Benin,Scattered clouds.,84,30/08/2023
Burkina-Faso,Overcast.,83,30/08/2023
Cape-Verde,Passing clouds.,77,30/08/2023
Cote-Divoire,Overcast.,78,30/08/2023
Gambia,Broken clouds.,84,30/08/2023
Ghana,Partly sunny.,84,30/08/2023
Guinea,Partly sunny.,82,30/08/2023
Guinea-Bissau,Partly sunny.,84,30/08/2023
Liberia,Overcast.,74,30/08/2023
Mali,Scattered clouds.,86,30/08/2023
Mauritania,Sunny.,90,30/08/2023
Niger,Passing clouds.,91,30/08/2023
Nigeria,Low clouds.,75,30/08/2023
Senegal,Scattered clouds.,82,30/08/2023
Sierra-Leone,Partly sunny.,82,30/08/2023
Togo,Scattered clouds.,84,30/08/2023
Benin,Partly sunny.,81,31/08/2023
Burkina-Faso,Light rain. Overcast.,80,31/08/2023
Cape-Verde,Passing clouds.,79,31/08/2023
Cote-Divoire,Overcast.,76,31/08/2023
Gambia,Warm.,86,31/08/2023
Ghana,Partly sunny.,82,31/08/2023
Guinea,Partly sunny.,84,31/08/2023
Guinea-Bissau,Partly sunny.,81,31/08/2023
Liberia,Partly sunny.,77,31/08/2023
Mali,Passing clouds.,79,31/08/2023
Mauritania,Scattered clouds.,88,31/08/2023
Niger,Passing clouds.,84,31/08/2023
Nigeria,Overcast.,81,31/08/2023
Senegal,Broken clouds.,86,31/08/2023
Sierra-Leone,Partly sunny.,81,31/08/2023
Togo,Scattered clouds.,84,31/08/2023
Benin,Scattered clouds.,84,01/09/2023
Burkina-Faso,Partly sunny.,84,01/09/2023
Cape-Verde,Passing clouds.,79,01/09/2023
Cote-Divoire,Overcast.,79,01/09/2023
Gambia,Partly sunny.,86,01/09/2023
Ghana,Broken clouds.,81,01/09/2023
Guinea,Thunderstorms. Partly sunny.,77,01/09/2023
Guinea-Bissau,Scattered clouds.,82,01/09/2023
Liberia,Thunderstorms. Broken clouds.,75,01/09/2023
Mali,Passing clouds.,88,01/09/2023
Mauritania,Scattered clouds.,91,01/09/2023
Niger,Sunny.,91,01/09/2023
Nigeria,Overcast.,83,01/09/2023
Senegal,Scattered clouds.,86,01/09/2023
Sierra-Leone,Partly sunny.,75,01/09/2023
Togo,Scattered clouds.,84,01/09/2023
Benin,Thundershowers. Low clouds.,78,02/09/2023
